X;Y;fid;cng_(Meters);LABEL;MAP_LABEL
603332.780092051;6764014.23389802;4;4440;G13_LH149;
603337.481747334;6763954.41839469;4;4500;G13_LH151;
603339.832574975;6763924.51064303;4;4530;G13_LH152;
603341.9189826;6763858.00899615;4;0;G13_LH001;G13_LH001
603538.846415063;6764042.72387467;4;270;G13_LH010;G13_LH010
603757.654673355;6764247.96262857;4;570;G13_LH020;G13_LH020
603976.462931647;6764453.20138247;4;870;G13_LH030;G13_LH030
603918.865457735;6764566.3533239;4;1170;G13_LH040;G13_LH040
603620.685992528;6764599.35342281;4;1470;G13_LH050;G13_LH050
603322.50652732;6764632.35352173;4;1770;G13_LH060;G13_LH060
603024.327062112;6764665.35362065;4;2070;G13_LH070;G13_LH070
602726.147596905;6764698.35371956;4;2370;G13_LH080;G13_LH080
602794.396946541;6764840.11158692;4;2670;G13_LH090;G13_LH090
603026.291448038;6765030.44009287;4;2970;G13_LH100;G13_LH100
603049.480898188;6765049.47294346;4;3000;G13_LH101;G13_LH101
603241.097814034;6765180.63621278;4;3270;G13_LH110;G13_LH110
603264.606090449;6764881.55869618;4;3570;G13_LH120;G13_LH120
603288.114366863;6764582.48117957;4;3870;G13_LH130;G13_LH130
603311.622643278;6764283.40366296;4;4170;G13_LH140;G13_LH140
603335.130919693;6763984.32614636;4;4470;G13_LH150;G13_LH150
603402.433977259;6764867.66584075;5;30;G13_LC002;
603377.32488884;6764884.08332164;5;60;G13_LC003;
603352.21580042;6764900.50080253;5;90;G13_LC004;
603327.106712001;6764916.91828342;5;120;G13_LC005;
603301.997623582;6764933.3357643;5;150;G13_LC006;
603276.466522904;6764948.01366334;5;180;G13_LC007;
603246.62576909;6764944.9266888;5;210;G13_LC008;
603216.785015275;6764941.83971427;5;240;G13_LC009;
603157.103507645;6764935.66576521;5;300;G13_LC011;
603127.26275383;6764932.57879067;5;330;G13_LC012;
603102.095936691;6764919.67201303;5;360;G13_LC013;
603080.882733255;6764898.45880959;5;390;G13_LC014;
603059.66952982;6764877.24560616;5;420;G13_LC015;
603038.456326384;6764856.03240272;5;450;G13_LC016;
603017.243122948;6764834.81919929;5;480;G13_LC017;
602996.029919513;6764813.60599585;5;510;G13_LC018;
602980.328937643;6764788.58273827;5;540;G13_LC019;
602955.633734298;6764733.90050229;5;600;G13_LC021;
602943.286132625;6764706.5593843;5;630;G13_LC022;
602930.938530952;6764679.21826631;5;660;G13_LC023;
602918.590929279;6764651.87714832;5;690;G13_LC024;
602909.73504883;6764624.45059953;5;720;G13_LC025;
602920.730784381;6764596.53834774;5;750;G13_LC026;
602931.726519933;6764568.62609596;5;780;G13_LC027;
602942.722255484;6764540.71384418;5;810;G13_LC028;
602953.717991036;6764512.80159239;5;840;G13_LC029;
602975.709462138;6764456.97708882;5;900;G13_LC031;
602991.027229871;6764431.98280679;5;930;G13_LC032;
603012.805810389;6764411.35046735;5;960;G13_LC033;
603034.584390906;6764390.71812792;5;990;G13_LC034;
603056.362971423;6764370.08578848;5;1020;G13_LC035;
603078.14155194;6764349.45344904;5;1050;G13_LC036;
603102.446888767;6764332.74050157;5;1080;G13_LC037;
603130.22965956;6764321.42159495;5;1110;G13_LC038;
603158.012430353;6764310.10268833;5;1140;G13_LC039;
603213.577971939;6764287.46487509;5;1200;G13_LC041;
603241.360742732;6764276.14596847;5;1230;G13_LC042;
603270.958179118;6764277.23672107;5;1260;G13_LC043;
603300.818679524;6764280.12644691;5;1290;G13_LC044;
603330.679179931;6764283.01617276;5;1320;G13_LC045;
603360.539680337;6764285.90589861;5;1350;G13_LC046;
603390.400180744;6764288.79562445;5;1380;G13_LC047;
603420.260681151;6764291.6853503;5;1410;G13_LC048;
603446.783298556;6764305.44595925;5;1440;G13_LC049;
603499.457032931;6764334.17708709;5;1500;G13_LC051;
603525.793900119;6764348.54265101;5;1530;G13_LC052;
603550.350044641;6764364.83461961;5;1560;G13_LC053;
603566.738078057;6764389.96293752;5;1590;G13_LC054;
603583.126111474;6764415.09125542;5;1620;G13_LC055;
603599.51414489;6764440.21957333;5;1650;G13_LC056;
603615.902178307;6764465.34789123;5;1680;G13_LC057;
603632.290211723;6764490.47620914;5;1710;G13_LC058;
603633.040865065;6764520.2530619;5;1740;G13_LC059;
603633.040865065;6764580.2530619;5;1800;G13_LC061;
603633.040865065;6764610.2530619;5;1830;G13_LC062;
603629.850181527;6764639.31945909;5;1860;G13_LC063;
603613.678570635;6764664.58760111;5;1890;G13_LC064;
603597.506959742;6764689.85574313;5;1920;G13_LC065;
603581.335348849;6764715.12388515;5;1950;G13_LC066;
603565.163737956;6764740.39202717;5;1980;G13_LC067;
603548.992127064;6764765.66016919;5;2010;G13_LC068;
603527.989546812;6764786.1867965;5;2040;G13_LC069;
603478.066529152;6764819.46880828;5;2100;G13_LC071;
603453.105020321;6764836.10981416;5;2130;G13_LC072;
603427.543065678;6764851.24835986;5;0;G13_LC001;G13_LC001
603186.94426146;6764938.75273974;5;270;G13_LC010;G13_LC010
602967.981335971;6764761.24162028;5;570;G13_LC020;G13_LC020
602964.713726587;6764484.88934061;5;870;G13_LC030;G13_LC030
603185.795201146;6764298.78378171;5;1170;G13_LC040;G13_LC040
603473.120165744;6764319.81152317;5;1470;G13_LC050;G13_LC050
603633.040865065;6764550.2530619;5;1770;G13_LC060;G13_LC060
603503.028037982;6764802.82780239;5;2070;G13_LC070;G13_LC070
604491.788749967;6762627.19437527;6;30;G13_UH002;
604513.360802506;6762648.04255383;6;60;G13_UH003;
604534.932855045;6762668.89073239;6;90;G13_UH004;
604556.504907584;6762689.73891095;6;120;G13_UH005;
604578.076960123;6762710.58708951;6;150;G13_UH006;
604599.649012662;6762731.43526807;6;180;G13_UH007;
604621.221065201;6762752.28344663;6;210;G13_UH008;
604642.79311774;6762773.13162519;6;240;G13_UH009;
604685.937222819;6762814.82798231;6;300;G13_UH011;
604707.509275358;6762835.67616087;6;330;G13_UH012;
604729.081327897;6762856.52433943;6;360;G13_UH013;
604750.653380436;6762877.37251799;6;390;G13_UH014;
604772.225432975;6762898.22069654;6;420;G13_UH015;
604793.797485514;6762919.0688751;6;450;G13_UH016;
604815.369538053;6762939.91705366;6;480;G13_UH017;
604836.941590592;6762960.76523222;6;510;G13_UH018;
604858.513643131;6762981.61341078;6;540;G13_UH019;
604901.65774821;6763023.3097679;6;600;G13_UH021;
604923.229800749;6763044.15794646;6;630;G13_UH022;
604944.801853288;6763065.00612502;6;660;G13_UH023;
604966.373905827;6763085.85430358;6;690;G13_UH024;
604987.945958366;6763106.70248214;6;720;G13_UH025;
605009.518010905;6763127.5506607;6;750;G13_UH026;
605031.090063444;6763148.39883926;6;780;G13_UH027;
605052.662115983;6763169.24701782;6;810;G13_UH028;
605074.234168522;6763190.09519638;6;840;G13_UH029;
605117.378273601;6763231.7915535;6;900;G13_UH031;
605138.95032614;6763252.63973206;6;930;G13_UH032;
605160.522378679;6763273.48791062;6;960;G13_UH033;
605140.411915843;6763280.32792143;6;990;G13_UH034;
605110.627353927;6763283.91677521;6;1020;G13_UH035;
605080.842792011;6763287.50562899;6;1050;G13_UH036;
605051.058230095;6763291.09448278;6;1080;G13_UH037;
605021.273668179;6763294.68333656;6;1110;G13_UH038;
604991.489106263;6763298.27219034;6;1140;G13_UH039;
604931.919982432;6763305.44989791;6;1200;G13_UH041;
604902.135420516;6763309.03875169;6;1230;G13_UH042;
604872.3508586;6763312.62760548;6;1260;G13_UH043;
604842.566296684;6763316.21645926;6;1290;G13_UH044;
604812.781734768;6763319.80531304;6;1320;G13_UH045;
604782.997172852;6763323.39416683;6;1350;G13_UH046;
604753.212610936;6763326.98302061;6;1380;G13_UH047;
604723.42804902;6763330.5718744;6;1410;G13_UH048;
604693.643487104;6763334.16072818;6;1440;G13_UH049;
604634.074363273;6763341.33843575;6;1500;G13_UH051;
604604.289801357;6763344.92728953;6;1530;G13_UH052;
604574.505239441;6763348.51614331;6;1560;G13_UH053;
604544.720677525;6763352.1049971;6;1590;G13_UH054;
604514.936115609;6763355.69385088;6;1620;G13_UH055;
604485.151553693;6763359.28270466;6;1650;G13_UH056;
604455.366991777;6763362.87155845;6;1680;G13_UH057;
604425.582429861;6763366.46041223;6;1710;G13_UH058;
604395.797867946;6763370.04926601;6;1740;G13_UH059;
604336.228744114;6763377.22697358;6;1800;G13_UH061;
604306.444182198;6763380.81582736;6;1830;G13_UH062;
604276.659620282;6763384.40468115;6;1860;G13_UH063;
604246.875058366;6763387.99353493;6;1890;G13_UH064;
604217.09049645;6763391.58238871;6;1920;G13_UH065;
604187.305934534;6763395.1712425;6;1950;G13_UH066;
604157.521372619;6763398.76009628;6;1980;G13_UH067;
604127.736810703;6763402.34895006;6;2010;G13_UH068;
604097.952248787;6763405.93780385;6;2040;G13_UH069;
604038.383124955;6763413.11551141;6;2100;G13_UH071;
604008.598563039;6763416.7043652;6;2130;G13_UH072;
603978.814001123;6763420.29321898;6;2160;G13_UH073;
603949.029439207;6763423.88207277;6;2190;G13_UH074;
603919.244877292;6763427.47092655;6;2220;G13_UH075;
603889.460315376;6763431.05978033;6;2250;G13_UH076;
603859.67575346;6763434.64863412;6;2280;G13_UH077;
603829.891191544;6763438.2374879;6;2310;G13_UH078;
603800.106629628;6763441.82634168;6;2340;G13_UH079;
603743.520975126;6763449.9114241;6;2400;G13_UH081;
603766.263887512;6763469.47567559;6;2430;G13_UH082;
603789.006799897;6763489.03992707;6;2460;G13_UH083;
603811.749712283;6763508.60417856;6;2490;G13_UH084;
603834.492624669;6763528.16843004;6;2520;G13_UH085;
603857.235537055;6763547.73268153;6;2550;G13_UH086;
603879.97844944;6763567.29693302;6;2580;G13_UH087;
603902.721361826;6763586.8611845;6;2610;G13_UH088;
603925.464274212;6763606.42543599;6;2640;G13_UH089;
603970.950098984;6763645.55393896;6;2700;G13_UH091;
603993.693011369;6763665.11819045;6;2730;G13_UH092;
604016.435923755;6763684.68244193;6;2760;G13_UH093;
604039.178836141;6763704.24669342;6;2790;G13_UH094;
604061.921748527;6763723.8109449;6;2820;G13_UH095;
604084.664660913;6763743.37519639;6;2850;G13_UH096;
604107.407573298;6763762.93944788;6;2880;G13_UH097;
604130.150485684;6763782.50369936;6;2910;G13_UH098;
604152.89339807;6763802.06795085;6;2940;G13_UH099;
604198.379222842;6763841.19645382;6;3000;G13_UH101;
604221.122135228;6763860.76070531;6;3030;G13_UH102;
604243.865047613;6763880.32495679;6;3060;G13_UH103;
604266.607959999;6763899.88920828;6;3090;G13_UH104;
604289.350872385;6763919.45345976;6;3120;G13_UH105;
604312.093784771;6763939.01771125;6;3150;G13_UH106;
604334.836697157;6763958.58196274;6;3180;G13_UH107;
604357.579609542;6763978.14621422;6;3210;G13_UH108;
604380.322521928;6763997.71046571;6;3240;G13_UH109;
604425.8083467;6764036.83896868;6;3300;G13_UH111;
604448.551259086;6764056.40322017;6;3330;G13_UH112;
604471.294171471;6764075.96747165;6;3360;G13_UH113;
604494.037083857;6764095.53172314;6;3390;G13_UH114;
604510.424884266;6764101.64774385;6;3420;G13_UH115;
604509.749250556;6764071.65535283;6;3450;G13_UH116;
604509.073616846;6764041.66296181;6;3480;G13_UH117;
604508.397983135;6764011.67057079;6;3510;G13_UH118;
604507.722349425;6763981.67817977;6;3540;G13_UH119;
604506.371082004;6763921.69339773;6;3600;G13_UH121;
604505.695448294;6763891.70100671;6;3630;G13_UH122;
604505.019814583;6763861.70861569;6;3660;G13_UH123;
604504.344180873;6763831.71622467;6;3690;G13_UH124;
604503.668547163;6763801.72383365;6;3720;G13_UH125;
604502.992913452;6763771.73144263;6;3750;G13_UH126;
604502.317279742;6763741.73905161;6;3780;G13_UH127;
604501.641646031;6763711.74666059;6;3810;G13_UH128;
604500.966012321;6763681.75426957;6;3840;G13_UH129;
604499.6147449;6763621.76948753;6;3900;G13_UH131;
604498.93911119;6763591.77709651;6;3930;G13_UH132;
604498.26347748;6763561.78470549;6;3960;G13_UH133;
604497.587843769;6763531.79231447;6;3990;G13_UH134;
604496.912210059;6763501.79992345;6;4020;G13_UH135;
604496.236576348;6763471.80753244;6;4050;G13_UH136;
604495.560942638;6763441.81514141;6;4080;G13_UH137;
604494.885308928;6763411.82275039;6;4110;G13_UH138;
604494.209675217;6763381.83035937;6;4140;G13_UH139;
604492.858407797;6763321.84557734;6;4200;G13_UH141;
604492.182774086;6763291.85318632;6;4230;G13_UH142;
604491.507140376;6763261.86079529;6;4260;G13_UH143;
604490.831506665;6763231.86840428;6;4290;G13_UH144;
604490.155872955;6763201.87601325;6;4320;G13_UH145;
604489.480239245;6763171.88362224;6;4350;G13_UH146;
604488.804605534;6763141.89123122;6;4380;G13_UH147;
604488.128971824;6763111.8988402;6;4410;G13_UH148;
604487.453338114;6763081.90644918;6;4440;G13_UH149;
604486.102070693;6763021.92166714;6;4500;G13_UH151;
604485.426436982;6762991.92927612;6;4530;G13_UH152;
604484.750803272;6762961.9368851;6;4560;G13_UH153;
604484.075169562;6762931.94449408;6;4590;G13_UH154;
604483.399535851;6762901.95210306;6;4620;G13_UH155;
604482.723902141;6762871.95971204;6;4650;G13_UH156;
604482.048268431;6762841.96732102;6;4680;G13_UH157;
604481.37263472;6762811.97493;6;4710;G13_UH158;
604480.69700101;6762781.98253898;6;4740;G13_UH159;
604479.345733589;6762721.99775694;6;4800;G13_UH161;
604478.670099879;6762692.00536592;6;4830;G13_UH162;
604477.994466168;6762662.0129749;6;4860;G13_UH163;
604477.318832458;6762632.02058388;6;4890;G13_UH164;
604470.216697428;6762606.34619671;6;0;G13_UH001;G13_UH001
604664.365170279;6762793.97980375;6;270;G13_UH010;G13_UH010
604880.08569567;6763002.46158934;6;570;G13_UH020;G13_UH020
605095.806221062;6763210.94337494;6;870;G13_UH030;G13_UH030
604961.704544347;6763301.86104413;6;1170;G13_UH040;G13_UH040
604663.858925189;6763337.74958196;6;1470;G13_UH050;G13_UH050
604366.01330603;6763373.6381198;6;1770;G13_UH060;G13_UH060
604068.167686871;6763409.52665763;6;2070;G13_UH070;G13_UH070
603770.322067712;6763445.41519547;6;2370;G13_UH080;G13_UH080
603948.207186598;6763625.98968747;6;2670;G13_UH090;G13_UH090
604175.636310456;6763821.63220234;6;2970;G13_UH100;G13_UH100
604403.065434314;6764017.2747172;6;3270;G13_UH110;G13_UH110
604507.046715715;6763951.68578875;6;3570;G13_UH120;G13_UH120
604500.290378611;6763651.76187855;6;3870;G13_UH130;G13_UH130
604493.534041507;6763351.83796836;6;4170;G13_UH140;G13_UH140
604486.777704403;6763051.91405816;6;4470;G13_UH150;G13_UH150
604480.0213673;6762751.99014796;6;4770;G13_UH160;G13_UH160
604619.793594446;6763733.93330262;7;30;G13_UC002;
604589.897221699;6763736.42466702;7;60;G13_UC003;
604560.000848952;6763738.91603141;7;90;G13_UC004;
604530.104476204;6763741.40739581;7;120;G13_UC005;
604500.208103457;6763743.8987602;7;150;G13_UC006;
604470.31173071;6763746.3901246;7;180;G13_UC007;
604440.643572846;6763747.23603173;7;210;G13_UC008;
604412.553697519;6763736.70232849;7;240;G13_UC009;
604356.373946865;6763715.63492199;7;300;G13_UC011;
604328.284071538;6763705.10121874;7;330;G13_UC012;
604300.194196211;6763694.56751549;7;360;G13_UC013;
604272.104320884;6763684.03381225;7;390;G13_UC014;
604251.152397646;6763664.50489899;7;420;G13_UC015;
604234.511391759;6763639.54339016;7;450;G13_UC016;
604217.870385872;6763614.58188133;7;480;G13_UC017;
604201.229379986;6763589.6203725;7;510;G13_UC018;
604184.588374099;6763564.65886367;7;540;G13_UC019;
604151.306362325;6763514.73584601;7;600;G13_UC021;
604141.810561038;6763486.61351383;7;630;G13_UC022;
604134.534492287;6763457.50923883;7;660;G13_UC023;
604127.258423536;6763428.40496382;7;690;G13_UC024;
604119.982354785;6763399.30068882;7;720;G13_UC025;
604112.706286034;6763370.19641382;7;750;G13_UC026;
604109.377998116;6763341.09213881;7;780;G13_UC027;
604116.654066867;6763311.98786381;7;810;G13_UC028;
604123.930135618;6763282.8835888;7;840;G13_UC029;
604138.482273121;6763224.67503879;7;900;G13_UC031;
604145.758341872;6763195.57076379;7;930;G13_UC032;
604153.034410623;6763166.46648878;7;960;G13_UC033;
604169.430011618;6763141.35288138;7;990;G13_UC034;
604185.870799337;6763116.2590475;7;1020;G13_UC035;
604202.311587057;6763091.16521361;7;1050;G13_UC036;
604218.752374776;6763066.07137972;7;1080;G13_UC037;
604235.193162496;6763040.97754583;7;1110;G13_UC038;
604251.633950215;6763015.88371195;7;1140;G13_UC039;
604302.132042554;6762990.25598125;7;1200;G13_UC041;
604331.171949499;6762982.72711649;7;1230;G13_UC042;
604360.211856444;6762975.19825172;7;1260;G13_UC043;
604389.251763389;6762967.66938696;7;1290;G13_UC044;
604418.365440944;6762961.09665394;7;1320;G13_UC045;
604448.21655665;6762964.08176551;7;1350;G13_UC046;
604478.067672356;6762967.06687708;7;1380;G13_UC047;
604507.918788062;6762970.05198865;7;1410;G13_UC048;
604537.769903769;6762973.03710022;7;1440;G13_UC049;
604594.585274116;6762985.28693099;7;1500;G13_UC051;
604616.285940441;6763006.00120339;7;1530;G13_UC052;
604637.986606765;6763026.71547579;7;1560;G13_UC053;
604659.687273089;6763047.42974819;7;1590;G13_UC054;
604681.387939413;6763068.1440206;7;1620;G13_UC055;
604703.088605738;6763088.85829299;7;1650;G13_UC056;
604726.488400462;6763107.48402622;7;1680;G13_UC057;
604751.18478404;6763124.51601489;7;1710;G13_UC058;
604775.881167617;6763141.54800356;7;1740;G13_UC059;
604825.273934772;6763175.61198091;7;1800;G13_UC061;
604849.97031835;6763192.64396959;7;1830;G13_UC062;
604874.666701927;6763209.67595826;7;1860;G13_UC063;
604882.023158278;6763237.60390596;7;1890;G13_UC064;
604886.654464687;6763267.24426698;7;1920;G13_UC065;
604891.285771095;6763296.88462799;7;1950;G13_UC066;
604895.917077503;6763326.524989;7;1980;G13_UC067;
604900.548383911;6763356.16535002;7;2010;G13_UC068;
604905.179690319;6763385.80571103;7;2040;G13_UC069;
604879.046503837;6763437.64717904;7;2100;G13_UC071;
604862.874892944;6763462.91532106;7;2130;G13_UC072;
604846.703282051;6763488.18346308;7;2160;G13_UC073;
604830.531671159;6763513.4516051;7;2190;G13_UC074;
604814.268420417;6763538.65653814;7;2220;G13_UC075;
604796.393012692;6763562.74947899;7;2250;G13_UC076;
604778.517604966;6763586.84241984;7;2280;G13_UC077;
604760.642197241;6763610.93536068;7;2310;G13_UC078;
604742.766789516;6763635.02830153;7;2340;G13_UC079;
604707.015974066;6763683.21418322;7;2400;G13_UC081;
604689.14056634;6763707.30712407;7;2430;G13_UC082;
604649.689967194;6763731.44193823;7;0;G13_UC001;G13_UC001
604384.463822192;6763726.16862524;7;270;G13_UC010;G13_UC010
604167.947368212;6763539.69735484;7;570;G13_UC020;G13_UC020
604131.20620437;6763253.7793138;7;870;G13_UC030;G13_UC030
604273.092135609;6762997.78484601;7;1170;G13_UC040;G13_UC040
604567.621019475;6762976.02221179;7;1470;G13_UC050;G13_UC050
604800.577551195;6763158.57999224;7;1770;G13_UC060;G13_UC060
604895.218114729;6763412.37903702;7;2070;G13_UC070;G13_UC070
604724.891381791;6763659.12124238;7;2370;G13_UC080;G13_UC080
595018.160770931;6740999.50960179;8;30;G04_UH002;
595042.704486719;6741016.76086306;8;60;G04_UH003;
595067.248202507;6741034.01212433;8;90;G04_UH004;
595091.791918294;6741051.26338559;8;120;G04_UH005;
595116.335634082;6741068.51464686;8;150;G04_UH006;
595140.879349869;6741085.76590813;8;180;G04_UH007;
595165.423065657;6741103.0171694;8;210;G04_UH008;
595189.966781445;6741120.26843067;8;240;G04_UH009;
595239.05421302;6741154.7709532;8;300;G04_UH011;
595263.597928808;6741172.02221447;8;330;G04_UH012;
595288.141644595;6741189.27347574;8;360;G04_UH013;
595312.685360383;6741206.52473701;8;390;G04_UH014;
595337.229076171;6741223.77599827;8;420;G04_UH015;
595361.772791958;6741241.02725954;8;450;G04_UH016;
595386.316507746;6741258.27852081;8;480;G04_UH017;
595410.860223534;6741275.52978208;8;510;G04_UH018;
595435.403939321;6741292.78104335;8;540;G04_UH019;
595449.359110506;6741249.57240692;8;600;G04_UH021;
595452.621546516;6741219.75032599;8;630;G04_UH022;
595455.883982527;6741189.92824505;8;660;G04_UH023;
595459.146418537;6741160.10616412;8;690;G04_UH024;
595462.408854547;6741130.28408318;8;720;G04_UH025;
595465.671290557;6741100.46200225;8;750;G04_UH026;
595468.933726567;6741070.63992131;8;780;G04_UH027;
595472.196162577;6741040.81784038;8;810;G04_UH028;
595475.458598587;6741010.99575944;8;840;G04_UH029;
595481.983470607;6740951.35159757;8;900;G04_UH031;
595485.245906617;6740921.52951664;8;930;G04_UH032;
595488.508342627;6740891.7074357;8;960;G04_UH033;
595491.770778637;6740861.88535477;8;990;G04_UH034;
595495.033214647;6740832.06327383;8;1020;G04_UH035;
595498.295650657;6740802.2411929;8;1050;G04_UH036;
595501.558086667;6740772.41911196;8;1080;G04_UH037;
595504.820522678;6740742.59703103;8;1110;G04_UH038;
595508.082958688;6740712.77495009;8;1140;G04_UH039;
595514.607830708;6740653.13078823;8;1200;G04_UH041;
595517.870266718;6740623.30870729;8;1230;G04_UH042;
595521.132702728;6740593.48662636;8;1260;G04_UH043;
595524.395138738;6740563.66454542;8;1290;G04_UH044;
595527.657574748;6740533.84246449;8;1320;G04_UH045;
595530.920010758;6740504.02038355;8;1350;G04_UH046;
595534.182446768;6740474.19830262;8;1380;G04_UH047;
595537.444882778;6740444.37622168;8;1410;G04_UH048;
595540.707318788;6740414.55414075;8;1440;G04_UH049;
595547.232190809;6740354.90997888;8;1500;G04_UH051;
595550.494626819;6740325.08789794;8;1530;G04_UH052;
595553.757062829;6740295.26581701;8;1560;G04_UH053;
595557.019498839;6740265.44373607;8;1590;G04_UH054;
595560.281934849;6740235.62165514;8;1620;G04_UH055;
595567.957421587;6740219.38558675;8;1650;G04_UH056;
595588.121885869;6740241.59806928;8;1680;G04_UH057;
595608.28635015;6740263.81055181;8;1710;G04_UH058;
595628.450814432;6740286.02303435;8;1740;G04_UH059;
595668.779742996;6740330.44799941;8;1800;G04_UH061;
595688.944207278;6740352.66048194;8;1830;G04_UH062;
595709.10867156;6740374.87296447;8;1860;G04_UH063;
595729.273135842;6740397.085447;8;1890;G04_UH064;
595749.437600124;6740419.29792954;8;1920;G04_UH065;
595769.602064406;6740441.51041207;8;1950;G04_UH066;
595789.766528688;6740463.7228946;8;1980;G04_UH067;
595809.93099297;6740485.93537713;8;2010;G04_UH068;
595830.095457252;6740508.14785966;8;2040;G04_UH069;
595870.424385816;6740552.57282473;8;2100;G04_UH071;
595879.031251913;6740572.34458006;8;2130;G04_UH072;
595851.607431335;6740584.5073949;8;2160;G04_UH073;
595824.183610756;6740596.67020975;8;2190;G04_UH074;
595796.759790177;6740608.83302459;8;2220;G04_UH075;
595769.335969599;6740620.99583943;8;2250;G04_UH076;
595741.91214902;6740633.15865427;8;2280;G04_UH077;
595714.488328442;6740645.32146911;8;2310;G04_UH078;
595687.064507863;6740657.48428396;8;2340;G04_UH079;
595632.216866706;6740681.80991364;8;2400;G04_UH081;
595604.793046128;6740693.97272848;8;2430;G04_UH082;
595577.369225549;6740706.13554332;8;2460;G04_UH083;
595549.945404971;6740718.29835817;8;2490;G04_UH084;
595522.521584392;6740730.46117301;8;2520;G04_UH085;
595495.097763814;6740742.62398785;8;2550;G04_UH086;
595467.673943235;6740754.78680269;8;2580;G04_UH087;
595440.250122657;6740766.94961753;8;2610;G04_UH088;
595412.826302078;6740779.11243237;8;2640;G04_UH089;
595357.978660921;6740803.43806206;8;2700;G04_UH091;
595330.554840343;6740815.6008769;8;2730;G04_UH092;
595303.131019764;6740827.76369174;8;2760;G04_UH093;
595275.707199186;6740839.92650658;8;2790;G04_UH094;
595248.283378607;6740852.08932143;8;2820;G04_UH095;
595220.859558029;6740864.25213627;8;2850;G04_UH096;
595193.43573745;6740876.41495111;8;2880;G04_UH097;
595166.011916872;6740888.57776595;8;2910;G04_UH098;
595138.588096293;6740900.74058079;8;2940;G04_UH099;
595083.740455136;6740925.06621048;8;3000;G04_UH101;
595056.316634558;6740937.22902532;8;3030;G04_UH102;
595028.892813979;6740949.39184016;8;3060;G04_UH103;
595001.4689934;6740961.554655;8;3090;G04_UH104;
594974.045172822;6740973.71746984;8;3120;G04_UH105;
594993.617055144;6740982.25834052;8;0;G04_UH001;G04_UH001
595214.510497232;6741137.51969193;8;270;G04_UH010;G04_UH010
595446.096674496;6741279.39448786;8;570;G04_UH020;G04_UH020
595478.721034597;6740981.17367851;8;870;G04_UH030;G04_UH030
595511.345394698;6740682.95286916;8;1170;G04_UH040;G04_UH040
595543.969754799;6740384.73205981;8;1470;G04_UH050;G04_UH050
595648.615278714;6740308.23551688;8;1770;G04_UH060;G04_UH060
595850.259921534;6740530.36034219;8;2070;G04_UH070;G04_UH070
595659.640687285;6740669.6470988;8;2370;G04_UH080;G04_UH080
595385.4024815;6740791.27524722;8;2670;G04_UH090;G04_UH090
595111.164275715;6740912.90339563;8;2970;G04_UH100;G04_UH100
595543.77749381;6741012.60856463;9;30;G04_UC002;
595514.415230092;6741018.761407;9;60;G04_UC003;
595485.052966373;6741024.91424938;9;90;G04_UC004;
595455.690702655;6741031.06709176;9;120;G04_UC005;
595426.328438937;6741037.21993414;9;150;G04_UC006;
595396.966175218;6741043.37277652;9;180;G04_UC007;
595367.6039115;6741049.5256189;9;210;G04_UC008;
595345.349745037;6741029.87016798;9;240;G04_UC009;
595301.206746147;6740989.23280034;9;300;G04_UC011;
595279.135246702;6740968.91411651;9;330;G04_UC012;
595257.063747257;6740948.59543269;9;360;G04_UC013;
595234.992247813;6740928.27674887;9;390;G04_UC014;
595212.920748368;6740907.95806505;9;420;G04_UC015;
595198.143838749;6740883.22456349;9;450;G04_UC016;
595190.380095317;6740854.24656687;9;480;G04_UC017;
595182.616351885;6740825.26857026;9;510;G04_UC018;
595174.852608453;6740796.29057364;9;540;G04_UC019;
595179.029304341;6740741.20134071;9;600;G04_UC021;
595194.728415772;6740715.63695337;9;630;G04_UC022;
595210.427527202;6740690.07256602;9;660;G04_UC023;
595226.126638632;6740664.50817868;9;690;G04_UC024;
595241.825750063;6740638.94379133;9;720;G04_UC025;
595257.524861493;6740613.37940399;9;750;G04_UC026;
595277.008350582;6740591.21278883;9;780;G04_UC027;
595300.739777957;6740572.86014992;9;810;G04_UC028;
595324.471205331;6740554.50751102;9;840;G04_UC029;
595372.46024579;6740518.50790323;9;900;G04_UC031;
595396.821553324;6740500.99999943;9;930;G04_UC032;
595421.182860858;6740483.49209564;9;960;G04_UC033;
595445.544168391;6740465.98419185;9;990;G04_UC034;
595470.220460301;6740449.38377117;9;1020;G04_UC035;
595500.190062058;6740448.03359691;9;1050;G04_UC036;
595530.159663815;6740446.68342265;9;1080;G04_UC037;
595560.129265571;6740445.33324839;9;1110;G04_UC038;
595590.098867328;6740443.98307413;9;1140;G04_UC039;
595642.401689006;6740460.00768921;9;1200;G04_UC041;
595662.879792759;6740481.93135831;9;1230;G04_UC042;
595683.357896511;6740503.85502741;9;1260;G04_UC043;
595703.836000263;6740525.7786965;9;1290;G04_UC044;
595721.727119955;6740548.98603487;9;1320;G04_UC045;
595726.799383638;6740578.55412817;9;1350;G04_UC046;
595731.871647321;6740608.12222147;9;1380;G04_UC047;
595736.943911005;6740637.69031476;9;1410;G04_UC048;
595742.016174688;6740667.25840806;9;1440;G04_UC049;
595731.441774372;6740725.19593482;9;1500;G04_UC051;
595722.993536192;6740753.9818215;9;1530;G04_UC052;
595714.545298011;6740782.76770817;9;1560;G04_UC053;
595706.097059831;6740811.55359485;9;1590;G04_UC054;
