X;Y;id;GLACIER;ZONE;PRIORITY;CORNER;name
-139.2188388441;60.7827299258;168;G04;1;B;7;G04_Z1B_ZZ07
-139.2185439587;60.783083387;161;G04;1;B;8;G04_Z1B_ZZ08
-139.2092334435;60.7819183478;162;G04;1;C;1;G04_Z1C_ZZ01
-139.20849623;60.781794494;163;G04;1;C;2;G04_Z1C_ZZ02
-139.2092472048;60.7816811197;164;G04;1;C;3;G04_Z1C_ZZ03
-139.2085139231;60.7815505958;165;G04;1;C;4;G04_Z1C_ZZ04
-139.2092511366;60.7815591704;166;G04;1;C;5;G04_Z1C_ZZ05
-139.2089778762;60.7819173951;167;G04;1;C;6;G04_Z1C_ZZ06
-139.2087891495;60.7815553595;168;G04;1;C;7;G04_Z1C_ZZ07
-139.2084942641;60.7819088206;161;G04;1;C;8;G04_Z1C_ZZ08
-139.2302528751;60.7836226073;162;G04;2;A;1;G04_Z2A_ZZ01
-139.2295156616;60.7834987535;163;G04;2;A;2;G04_Z2A_ZZ02
-139.2302666364;60.7833853792;164;G04;2;A;3;G04_Z2A_ZZ03
-139.2295333547;60.7832548553;165;G04;2;A;4;G04_Z2A_ZZ04
-139.2302705682;60.7832634299;166;G04;2;A;5;G04_Z2A_ZZ05
-139.2299973078;60.7836216546;167;G04;2;A;6;G04_Z2A_ZZ06
-139.2298085811;60.7832596189;168;G04;2;A;7;G04_Z2A_ZZ07
-139.2295136957;60.7836130801;161;G04;2;A;8;G04_Z2A_ZZ08
-139.2311119746;60.7814747259;166;G04;2;B;1;G04_Z2B_ZZ01
-139.2308387141;60.7818329506;167;G04;2;B;2;G04_Z2B_ZZ02
-139.2306499875;60.7814709149;168;G04;2;B;3;G04_Z2B_ZZ03
-139.2303551021;60.7818243761;161;G04;2;B;4;G04_Z2B_ZZ04
-139.2310942815;60.7818339033;162;G04;2;B;5;G04_Z2B_ZZ05
-139.230357068;60.7817100495;163;G04;2;B;6;G04_Z2B_ZZ06
-139.2311080428;60.7815966752;164;G04;2;B;7;G04_Z2B_ZZ07
-139.2303747611;60.7814661513;165;G04;2;B;8;G04_Z2B_ZZ08
-139.2304278405;60.7807453972;166;G04;2;C;1;G04_Z2C_ZZ01
-139.23015458;60.781103622;167;G04;2;C;2;G04_Z2C_ZZ02
-139.2299658533;60.7807415863;168;G04;2;C;3;G04_Z2C_ZZ03
-139.2296709679;60.7810950475;161;G04;2;C;4;G04_Z2C_ZZ04
-139.2304101473;60.7811045747;162;G04;2;C;5;G04_Z2C_ZZ05
-139.2296729338;60.7809807208;163;G04;2;C;6;G04_Z2C_ZZ06
-139.2304239087;60.7808673465;164;G04;2;C;7;G04_Z2C_ZZ07
-139.229690627;60.7807368226;165;G04;2;C;8;G04_Z2C_ZZ08
-139.238094861;60.7873389555;166;G04;3;A;1;G04_Z3A_ZZ01
-139.2378216005;60.7876971802;167;G04;3;A;2;G04_Z3A_ZZ02
-139.2376328738;60.7873351446;168;G04;3;A;3;G04_Z3A_ZZ03
-139.2373379884;60.7876886058;161;G04;3;A;4;G04_Z3A_ZZ04
-139.2380771678;60.787698133;162;G04;3;A;5;G04_Z3A_ZZ05
-139.2373399543;60.7875742791;163;G04;3;A;6;G04_Z3A_ZZ06
-139.2380909292;60.7874609048;164;G04;3;A;7;G04_Z3A_ZZ07
-139.2373576475;60.7873303809;165;G04;3;A;8;G04_Z3A_ZZ08
-139.2419165758;60.785228065;166;G04;3;B;1;G04_Z3B_ZZ01
-139.2416433153;60.7855862897;167;G04;3;B;2;G04_Z3B_ZZ02
-139.2414545887;60.785224254;168;G04;3;B;3;G04_Z3B_ZZ03
-139.2411597033;60.7855777152;161;G04;3;B;4;G04_Z3B_ZZ04
-139.2418988827;60.7855872424;162;G04;3;B;5;G04_Z3B_ZZ05
-139.2411616692;60.7854633886;163;G04;3;B;6;G04_Z3B_ZZ06
-139.241912644;60.7853500143;164;G04;3;B;7;G04_Z3B_ZZ07
-139.2411793623;60.7852194904;165;G04;3;B;8;G04_Z3B_ZZ08
-139.2372298638;60.7887819463;166;G04;3;C;1;G04_Z3C_ZZ01
-139.2369566033;60.7891401711;167;G04;3;C;2;G04_Z3C_ZZ02
-139.2367678767;60.7887781354;168;G04;3;C;3;G04_Z3C_ZZ03
-139.2364729912;60.7891315966;161;G04;3;C;4;G04_Z3C_ZZ04
-139.2372121707;60.7891411238;162;G04;3;C;5;G04_Z3C_ZZ05
-139.2364749571;60.7890172699;163;G04;3;C;6;G04_Z3C_ZZ06
-139.237225932;60.7889038956;164;G04;3;C;7;G04_Z3C_ZZ07
-139.2364926503;60.7887733717;165;G04;3;C;8;G04_Z3C_ZZ08
-139.242356938;60.7906470031;166;G04;4;A;1;G04_Z4A_ZZ01
-139.2420836775;60.7910052279;167;G04;4;A;2;G04_Z4A_ZZ02
-139.2418949509;60.7906431922;168;G04;4;A;3;G04_Z4A_ZZ03
-139.2416000655;60.7909966534;161;G04;4;A;4;G04_Z4A_ZZ04
-139.2423392449;60.7910061806;162;G04;4;A;5;G04_Z4A_ZZ05
-139.2416020314;60.7908823268;163;G04;4;A;6;G04_Z4A_ZZ06
-139.2423530062;60.7907689524;164;G04;4;A;7;G04_Z4A_ZZ07
-139.2416197245;60.7906384286;165;G04;4;A;8;G04_Z4A_ZZ08
-139.2425456647;60.7870242441;166;G04;4;B;1;G04_Z4B_ZZ01
-139.2422724042;60.7873824688;167;G04;4;B;2;G04_Z4B_ZZ02
-139.2420836775;60.7870204331;168;G04;4;B;3;G04_Z4B_ZZ03
-139.2417887921;60.7873738943;161;G04;4;B;4;G04_Z4B_ZZ04
-139.2425279715;60.7873834215;162;G04;4;B;5;G04_Z4B_ZZ05
-139.241790758;60.7872595677;163;G04;4;B;6;G04_Z4B_ZZ06
-139.2425417329;60.7871461934;164;G04;4;B;7;G04_Z4B_ZZ07
-139.2418084512;60.7870156695;165;G04;4;B;8;G04_Z4B_ZZ08
-139.2467369692;60.7907007316;166;G04;4;C;1;G04_Z4C_ZZ01
-139.2464637087;60.7910589563;167;G04;4;C;2;G04_Z4C_ZZ02
-139.2462749821;60.7906969207;168;G04;4;C;3;G04_Z4C_ZZ03
-139.2459800967;60.7910503818;161;G04;4;C;4;G04_Z4C_ZZ04
-139.2467192761;60.791059909;162;G04;4;C;5;G04_Z4C_ZZ05
-139.2459820626;60.7909360552;163;G04;4;C;6;G04_Z4C_ZZ06
-139.2467330374;60.7908226809;164;G04;4;C;7;G04_Z4C_ZZ07
-139.2459997557;60.790692157;165;G04;4;C;8;G04_Z4C_ZZ08
-139.2526346773;60.7904205964;166;G04;5;A;1;G04_Z5A_ZZ01
-139.2523614168;60.7907788211;167;G04;5;A;2;G04_Z5A_ZZ02
-139.2521726902;60.7904167854;168;G04;5;A;3;G04_Z5A_ZZ03
-139.2518778048;60.7907702466;161;G04;5;A;4;G04_Z5A_ZZ04
-139.2526169842;60.7907797738;162;G04;5;A;5;G04_Z5A_ZZ05
-139.2518797707;60.79065592;163;G04;5;A;6;G04_Z5A_ZZ06
-139.2526307455;60.7905425457;164;G04;5;A;7;G04_Z5A_ZZ07
-139.2518974638;60.7904120218;165;G04;5;A;8;G04_Z5A_ZZ08
-139.2509361374;60.7943652663;166;G04;5;B;1;G04_Z5B_ZZ01
-139.2506628769;60.7947234911;167;G04;5;B;2;G04_Z5B_ZZ02
-139.2504741502;60.7943614554;168;G04;5;B;3;G04_Z5B_ZZ03
-139.2501792648;60.7947149166;161;G04;5;B;4;G04_Z5B_ZZ04
-139.2509184442;60.7947244438;162;G04;5;B;5;G04_Z5B_ZZ05
-139.2501812307;60.7946005899;163;G04;5;B;6;G04_Z5B_ZZ06
-139.2509322056;60.7944872156;164;G04;5;B;7;G04_Z5B_ZZ07
-139.2501989239;60.7943566917;165;G04;5;B;8;G04_Z5B_ZZ08
-139.2450777473;60.794300043;166;G04;5;C;1;G04_Z5C_ZZ01
-139.2448044869;60.7946582677;167;G04;5;C;2;G04_Z5C_ZZ02
-139.2446157602;60.794296232;168;G04;5;C;3;G04_Z5C_ZZ03
-139.2443208748;60.7946496932;161;G04;5;C;4;G04_Z5C_ZZ04
-139.2450600542;60.7946592204;162;G04;5;C;5;G04_Z5C_ZZ05
-139.2443228407;60.7945353666;163;G04;5;C;6;G04_Z5C_ZZ06
-139.2450738155;60.7944219923;164;G04;5;C;7;G04_Z5C_ZZ07
-139.2443405338;60.7942914684;165;G04;5;C;8;G04_Z5C_ZZ08
-139.2542329562;60.7969411099;167;G04;6;A;1;G04_Z6A_ZZ01
-139.2540442295;60.7965790742;168;G04;6;A;2;G04_Z6A_ZZ02
-139.2537493441;60.7969325354;161;G04;6;A;3;G04_Z6A_ZZ03
-139.2544885235;60.7969420626;162;G04;6;A;4;G04_Z6A_ZZ04
-139.25375131;60.7968182088;163;G04;6;A;5;G04_Z6A_ZZ05
-139.2545022849;60.7967048345;164;G04;6;A;6;G04_Z6A_ZZ06
-139.2537690031;60.7965743106;165;G04;6;A;7;G04_Z6A_ZZ07
-139.2545062167;60.7965828852;166;G04;6;A;8;G04_Z6A_ZZ08
-139.2541228656;60.7991011053;167;G04;6;B;1;G04_Z6B_ZZ01
-139.253934139;60.7987390696;168;G04;6;B;2;G04_Z6B_ZZ02
-139.2536392536;60.7990925308;161;G04;6;B;3;G04_Z6B_ZZ03
-139.254378433;60.799102058;162;G04;6;B;4;G04_Z6B_ZZ04
-139.2536412195;60.7989782042;163;G04;6;B;5;G04_Z6B_ZZ05
-139.2543921943;60.7988648299;164;G04;6;B;6;G04_Z6B_ZZ06
-139.2536589126;60.798734306;165;G04;6;B;7;G04_Z6B_ZZ07
-139.2543961261;60.7987428806;166;G04;6;B;8;G04_Z6B_ZZ08
-139.2556012245;60.7987519845;167;G04;6;C;1;G04_Z6C_ZZ01
-139.2554124978;60.7983899488;168;G04;6;C;2;G04_Z6C_ZZ02
-139.2551176124;60.79874341;161;G04;6;C;3;G04_Z6C_ZZ03
-139.2558567918;60.7987529372;162;G04;6;C;4;G04_Z6C_ZZ04
-139.2551195783;60.7986290834;163;G04;6;C;5;G04_Z6C_ZZ05
-139.2558705531;60.7985157091;164;G04;6;C;6;G04_Z6C_ZZ06
-139.2551372714;60.7983851852;165;G04;6;C;7;G04_Z6C_ZZ07
-139.2558744849;60.7983937598;166;G04;6;C;8;G04_Z6C_ZZ08
-139.2480442945;60.8022697666;167;G04;7;A;1;G04_Z7A_ZZ01
-139.2478555678;60.801907731;168;G04;7;A;2;G04_Z7A_ZZ02
-139.2475606824;60.8022611921;161;G04;7;A;3;G04_Z7A_ZZ03
-139.2482998619;60.8022707193;162;G04;7;A;4;G04_Z7A_ZZ04
-139.2475626483;60.8021468655;163;G04;7;A;5;G04_Z7A_ZZ05
-139.2483136232;60.8020334912;164;G04;7;A;6;G04_Z7A_ZZ06
-139.2475803415;60.8019029673;165;G04;7;A;7;G04_Z7A_ZZ07
-139.248317555;60.8019115419;166;G04;7;A;8;G04_Z7A_ZZ08
-139.2454532348;60.8011428904;162;G04;7;B;1;G04_Z7B_ZZ01
-139.2447160212;60.8010190365;163;G04;7;B;2;G04_Z7B_ZZ02
-139.2454669961;60.8009056622;164;G04;7;B;3;G04_Z7B_ZZ03
-139.2447337144;60.8007751383;165;G04;7;B;4;G04_Z7B_ZZ04
-139.2454709279;60.8007837129;166;G04;7;B;5;G04_Z7B_ZZ05
-139.2451976674;60.8011419377;167;G04;7;B;6;G04_Z7B_ZZ06
-139.2450089407;60.800779902;168;G04;7;B;7;G04_Z7B_ZZ07
-139.2447140553;60.8011333632;161;G04;7;B;8;G04_Z7B_ZZ08
-139.2499197657;60.799761805;162;G04;7;C;1;G04_Z7C_ZZ01
-139.2491825522;60.7996379511;163;G04;7;C;2;G04_Z7C_ZZ02
-139.249933527;60.7995245768;164;G04;7;C;3;G04_Z7C_ZZ03
-139.2492002453;60.7993940529;165;G04;7;C;4;G04_Z7C_ZZ04
-139.2499374588;60.7994026275;166;G04;7;C;5;G04_Z7C_ZZ05
-139.2496641983;60.7997608523;167;G04;7;C;6;G04_Z7C_ZZ06
-139.2494754717;60.7993988166;168;G04;7;C;7;G04_Z7C_ZZ07
-139.2491805863;60.7997522778;161;G04;7;C;8;G04_Z7C_ZZ08
